STATION,STATION_NAME,DATE,TAVG,TMAX,TMIN,TOBS
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960101,-9999,45,33,43
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960102,-9999,51,43,47
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960103,-9999,56,35,35
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960104,-9999,56,25,25
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960105,-9999,38,23,31
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960106,-9999,39,31,36
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960107,-9999,39,19,20
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960108,-9999,21,15,17
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960109,-9999,26,13,22
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960110,-9999,38,20,32
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960111,-9999,41,20,27
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960112,-9999,37,27,33
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960113,-9999,33,27,31
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960114,-9999,39,26,26
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960115,-9999,37,26,28
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960116,-9999,58,28,36
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960117,-9999,53,36,42
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960118,-9999,60,40,45
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960119,-9999,73,21,21
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960120,-9999,21,12,14
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960121,-9999,37,14,31
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960122,-9999,42,19,20
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960123,-9999,45,19,27
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960124,-9999,62,26,54
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960125,-9999,54,18,18
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960126,-9999,45,18,26
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960127,-9999,55,26,35
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960128,-9999,40,17,27
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960129,-9999,44,25,33
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960130,-9999,44,33,38
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960131,-9999,41,28,28
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960201,-9999,32,24,28
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960202,-9999,35,23,23
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960203,-9999,23,11,12
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960204,-9999,16,-2,5
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960205,-9999,16,-12,-11
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960206,-9999,22,-11,9
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960207,-9999,27,9,26
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960208,-9999,41,26,33
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960209,-9999,51,33,34
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960210,-9999,55,26,30
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960211,-9999,59,30,44
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960212,-9999,48,30,30
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960213,-9999,37,24,25
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960214,-9999,48,25,46
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960215,-9999,53,40,40
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960216,-9999,49,29,29
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960217,-9999,36,14,16
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960218,-9999,40,16,29
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960219,-9999,46,23,30
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960220,-9999,63,30,46
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960221,-9999,59,40,40
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960222,-9999,64,40,48
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960223,-9999,68,48,51
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960224,-9999,81,0,49
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960225,-9999,63,28,45
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960226,-9999,72,41,42
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960227,-9999,74,42,49
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960228,-9999,75,49,54
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960229,-9999,58,25,26
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960301,-9999,39,25,31
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960302,-9999,43,24,34
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960303,-9999,54,27,30
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960304,-9999,43,22,27
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960305,-9999,63,27,56
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960306,-9999,63,50,52
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960307,-9999,67,44,44
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960308,-9999,44,17,18
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960309,-9999,24,10,15
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960310,-9999,31,15,22
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960311,-9999,43,18,26
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960312,-9999,51,18,23
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960313,-9999,59,23,29
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960314,-9999,67,29,49
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960315,-9999,70,49,59
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960316,-9999,64,42,47
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960317,-9999,63,42,52
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960318,-9999,69,34,40
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960319,-9999,64,40,41
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960320,-9999,41,29,29
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960321,-9999,34,29,30
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960322,-9999,37,24,28
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960323,-9999,50,19,42
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960324,-9999,57,28,51
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960325,-9999,75,45,54
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960326,-9999,70,35,38
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960327,-9999,53,38,43
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960328,-9999,56,43,45
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960329,-9999,51,45,49
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960330,-9999,60,41,48
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960331,-9999,70,48,52
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960401,-9999,60,46,46
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960402,-9999,46,28,35
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960403,-9999,58,28,37
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960404,-9999,74,37,59
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960405,-9999,73,40,41
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960406,-9999,47,38,38
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960407,-9999,44,28,42
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960408,-9999,54,37,39
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960409,-9999,42,32,34
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960410,-9999,52,24,26
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960411,-9999,57,26,31
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960412,-9999,71,31,44
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960413,-9999,77,44,57
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960414,-9999,72,41,42
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960415,-9999,75,41,64
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960416,-9999,75,39,41
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960417,-9999,66,32,35
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960418,-9999,71,35,42
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960419,-9999,78,35,60
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960420,-9999,71,54,69
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960421,-9999,71,56,62
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960422,-9999,71,51,53
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960423,-9999,81,52,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960424,-9999,71,36,39
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960425,-9999,71,39,48
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960426,-9999,78,48,53
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960427,-9999,74,35,44
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960428,-9999,65,40,55
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960429,-9999,80,55,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960430,-9999,82,45,46
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960501,-9999,58,34,38
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960502,-9999,71,38,49
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960503,-9999,76,48,51
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960504,-9999,81,51,68
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960505,-9999,82,61,69
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960506,-9999,83,64,64
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960507,-9999,76,59,61
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960508,-9999,76,61,63
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960509,-9999,81,57,60
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960510,-9999,84,58,59
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960511,-9999,83,58,66
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960512,-9999,75,45,55
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960513,-9999,65,45,49
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960514,-9999,61,41,44
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960515,-9999,69,43,54
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960516,-9999,68,54,61
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960517,-9999,80,58,61
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960518,-9999,84,58,64
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960519,-9999,87,60,69
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960520,-9999,87,62,64
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960521,-9999,86,62,64
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960522,-9999,86,58,64
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960523,-9999,80,55,59
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960524,-9999,87,59,65
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960525,-9999,90,65,69
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960526,-9999,86,65,73
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960527,-9999,83,64,66
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960528,-9999,84,62,64
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960529,-9999,80,64,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960530,-9999,78,58,62
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960531,-9999,75,52,57
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960601,-9999,78,53,53
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960602,-9999,77,53,60
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960603,-9999,73,60,63
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960604,-9999,79,54,58
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960605,-9999,79,53,57
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960606,-9999,81,55,62
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960607,-9999,87,60,65
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960608,-9999,89,63,69
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960609,-9999,76,62,63
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960610,-9999,76,55,60
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960611,-9999,79,59,61
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960612,-9999,78,59,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960613,-9999,78,61,65
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960614,-9999,84,62,64
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960615,-9999,89,62,66
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960616,-9999,89,63,77
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960617,-9999,91,65,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960618,-9999,89,67,73
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960619,-9999,89,67,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960620,-9999,89,65,69
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960621,-9999,89,66,68
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960622,-9999,92,65,75
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960623,-9999,92,67,72
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960624,-9999,94,70,75
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960625,-9999,91,68,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960626,-9999,88,63,68
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960627,-9999,86,64,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960628,-9999,88,63,68
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960629,-9999,90,64,68
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960630,-9999,91,67,73
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960701,-9999,92,68,76
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960702,-9999,93,69,71
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960703,-9999,94,67,69
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960704,-9999,82,55,65
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960705,-9999,82,60,63
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960706,-9999,89,63,74
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960707,-9999,90,63,76
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960708,-9999,92,74,75
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960709,-9999,82,71,73
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960710,-9999,88,61,65
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960711,-9999,84,60,63
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960712,-9999,82,62,68
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960713,-9999,90,66,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960714,-9999,87,69,77
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960715,-9999,89,73,75
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960716,-9999,83,66,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960717,-9999,90,67,71
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960718,-9999,91,69,73
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960719,-9999,89,69,74
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960720,-9999,92,72,74
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960721,-9999,88,72,74
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960722,-9999,89,73,74
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960723,-9999,88,72,72
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960724,-9999,86,64,66
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960725,-9999,88,66,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960726,-9999,77,65,66
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960727,-9999,84,62,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960728,-9999,85,67,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960729,-9999,76,67,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960730,-9999,81,65,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960731,-9999,76,67,68
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960801,-9999,74,66,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960802,-9999,84,60,61
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960803,-9999,83,61,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960804,-9999,88,64,73
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960805,-9999,89,67,69
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960806,-9999,90,69,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960807,-9999,91,70,72
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960808,-9999,92,71,73
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960809,-9999,90,69,73
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960810,-9999,87,61,74
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960811,-9999,87,64,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960812,-9999,85,68,69
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960813,-9999,85,68,68
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960814,-9999,81,61,62
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960815,-9999,84,60,62
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960816,-9999,85,62,65
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960817,-9999,87,65,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960818,-9999,88,65,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960819,-9999,89,66,68
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960820,-9999,90,67,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960821,-9999,90,67,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960822,-9999,90,68,69
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960823,-9999,91,68,68
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960824,-9999,91,68,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960825,-9999,88,67,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960826,-9999,85,66,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960827,-9999,86,67,69
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960828,-9999,84,65,65
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960829,-9999,86,64,65
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960830,-9999,87,63,63
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960831,-9999,87,63,71
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960901,-9999,84,67,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960902,-9999,85,66,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960903,-9999,77,66,68
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960904,-9999,85,66,68
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960905,-9999,85,63,65
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960906,-9999,85,63,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960907,-9999,87,66,68
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960908,-9999,87,64,69
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960909,-9999,85,66,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960910,-9999,81,67,69
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960911,-9999,80,64,65
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960912,-9999,84,58,59
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960913,-9999,84,55,56
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960914,-9999,73,50,56
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960915,-9999,74,48,55
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960916,-9999,78,55,63
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960917,-9999,78,62,62
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960918,-9999,73,51,52
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960919,-9999,74,49,49
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960920,-9999,75,49,51
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960921,-9999,78,51,59
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960922,-9999,76,59,60
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960923,-9999,80,54,55
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960924,-9999,83,55,58
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960925,-9999,79,58,63
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960926,-9999,81,60,61
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960927,-9999,84,60,72
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960928,-9999,77,65,68
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960929,-9999,68,45,51
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19960930,-9999,71,48,50
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19961001,-9999,70,48,55
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19961002,-9999,75,55,65
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19961003,-9999,80,60,60
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19961004,-9999,76,52,52
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,19961005,-9999,73,47,52
